seq,type,timestamp,truckId,positionLatitude,positionLongitude,equipType,nextTripLengthPreference
461,Truck,2023-11-18T11:22:54,172,39.644832611083984,-75.91825866699219,Reefer,Long
462,Truck,2023-11-18T11:23:06,213,41.031768798828125,-81.78900146484375,Flatbed,Short
463,Truck,2023-11-18T11:23:23,247,41.10896682739258,-81.3172836303711,Reefer,Short
464,Truck,2023-11-18T11:23:36,165,45.42216873168945,-73.90686798095703,Van,Short
465,Truck,2023-11-18T11:23:36,306,44.76346969604492,-68.95072174072266,Van,Short
466,Truck,2023-11-18T11:23:41,238,39.77057266235352,-75.34961700439453,Reefer,Short
467,Truck,2023-11-18T11:23:44,183,40.40234756469727,-74.45234680175781,Van,Short
471,Truck,2023-11-18T11:24:34,255,36.48955154418945,-86.49188232421875,Van,Long
472,Truck,2023-11-18T11:26:03,122,40.8711051940918,-87.19229888916016,Van,Short
473,Truck,2023-11-18T11:27:08,229,42.10334777832031,-72.5965805053711,Reefer,Short
474,Truck,2023-11-18T11:27:13,157,40.33160018920898,-85.18106842041016,Flatbed,Short
475,Truck,2023-11-18T11:27:38,336,37.96016693115234,-78.1700668334961,Reefer,Long
476,Truck,2023-11-18T11:27:41,176,41.23313522338867,-73.78211975097656,Van,Short
477,Truck,2023-11-18T11:27:47,162,39.01148986816406,-78.29911804199219,Van,Short
479,Truck,2023-11-18T11:29:01,249,40.70546340942383,-74.24807739257812,Reefer,Long
480,Truck,2023-11-18T11:29:01,249,40.70989608764648,-74.17884826660156,Reefer,Long
481,Truck,2023-11-18T11:29:04,212,35.27427291870117,-81.1631088256836,Flatbed,Long
482,Truck,2023-11-18T11:29:15,276,39.56927490234375,-84.26165008544922,Reefer,Long
483,Truck,2023-11-18T11:29:27,387,33.116886138916016,-83.21499633789062,Reefer,Long
485,Truck,2023-11-18T11:30:10,115,42.30522918701172,-83.05323028564453,Reefer,Long
486,Truck,2023-11-18T11:30:48,158,40.38503646850586,-78.86605834960938,Van,Long
487,Truck,2023-11-18T11:31:14,169,41.29723358154297,-87.60310363769531,Reefer,Long
490,Truck,2023-11-18T11:32:05,207,40.04777526855469,-78.0339584350586,Van,Short
491,Truck,2023-11-18T11:32:09,113,41.2974967956543,-87.58645629882812,Flatbed,Short
492,Truck,2023-11-18T11:32:22,283,43.040618896484375,-76.14230346679688,Van,Short
493,Truck,2023-11-18T11:32:29,206,40.96578979492188,-76.8430404663086,Flatbed,Long
494,Truck,2023-11-18T11:32:54,355,41.6400146484375,-87.72850036621094,Flatbed,Short
497,Truck,2023-11-18T11:33:56,199,40.41294860839844,-80.07962799072266,Van,Short
498,Truck,2023-11-18T11:34:17,246,42.27030563354492,-83.44133758544922,Flatbed,Long
499,Truck,2023-11-18T11:34:58,230,39.30207061767578,-82.91455078125,Reefer,Long
503,Truck,2023-11-18T11:35:09,346,40.80605697631836,-87.1490707397461,Reefer,Short
504,Truck,2023-11-18T11:35:09,147,37.67750930786133,-87.02840423583984,Flatbed,Long
507,Truck,2023-11-18T11:35:44,173,41.83098220825195,-83.67792510986328,Flatbed,Short
508,Truck,2023-11-18T11:35:45,360,42.965030670166016,-71.41141510009766,Reefer,Long
509,Truck,2023-11-18T11:36:03,122,40.73639678955078,-87.09375,Van,Short
510,Truck,2023-11-18T11:36:58,331,35.9026985168457,-84.6321029663086,Flatbed,Short
511,Truck,2023-11-18T11:37:05,215,37.79725646972656,-87.11083221435547,Reefer,Short
514,Truck,2023-11-18T11:37:43,176,41.17881393432617,-73.81175231933594,Van,Short
515,Truck,2023-11-18T11:37:47,350,40.146732330322266,-75.82769775390625,Flatbed,Long
516,Truck,2023-11-18T11:37:49,172,39.53538131713867,-76.17549133300781,Reefer,Long
517,Truck,2023-11-18T11:37:54,321,40.4069938659668,-75.9505615234375,Van,Long
518,Truck,2023-11-18T11:38:07,309,35.2414665222168,-81.31060028076172,Flatbed,Short
519,Truck,2023-11-18T11:39:17,106,33.912567138671875,-84.2081069946289,Van,Long
521,Truck,2023-11-18T11:40:22,293,35.21833801269531,-77.50225830078125,Flatbed,Long
522,Truck,2023-11-18T11:40:22,293,35.26559829711914,-77.63399505615234,Flatbed,Long
523,Truck,2023-11-18T11:40:47,225,42.22969818115234,-83.48548889160156,Reefer,Short
524,Truck,2023-11-18T11:41:12,173,41.83512878417969,-83.67526245117188,Flatbed,Short
525,Truck,2023-11-18T11:41:39,372,39.95402145385742,-75.17716979980469,Flatbed,Short
527,Truck,2023-11-18T11:41:50,370,40.58916473388672,-75.58837890625,Reefer,Long
529,Truck,2023-11-18T11:42:53,242,35.24522018432617,-85.87297821044922,Flatbed,Short
531,Truck,2023-11-18T11:44:12,235,42.61648178100586,-85.66191101074219,Reefer,Short
532,Truck,2023-11-18T11:45:20,164,41.67210006713867,-86.26904296875,Flatbed,Short
534,Truck,2023-11-18T11:46:34,265,41.65649032592773,-83.58011627197266,Reefer,Short
535,Truck,2023-11-18T11:46:36,231,32.551082611083984,-83.77240753173828,Reefer,Short
537,Truck,2023-11-18T11:46:46,143,39.13373947143555,-76.76231384277344,Van,Long
538,Truck,2023-11-18T11:47:00,380,41.42826843261719,-85.0532455444336,Van,Long
539,Truck,2023-11-18T11:47:18,267,40.59796142578125,-75.52638244628906,Van,Short
540,Truck,2023-11-18T11:47:27,325,41.29170608520508,-72.44116973876953,Reefer,Long
541,Truck,2023-11-18T11:47:43,104,40.70096206665039,-74.13687896728516,Van,Long
542,Truck,2023-11-18T11:47:44,285,38.21745300292969,-85.41197204589844,Reefer,Long
543,Truck,2023-11-18T11:47:46,273,32.94243621826172,-80.05464172363281,Flatbed,Short
544,Truck,2023-11-18T11:47:47,273,33.0047492980957,-79.87605285644531,Flatbed,Short
551,Truck,2023-11-18T11:48:47,183,40.09740829467773,-74.73346710205078,Van,Short
552,Truck,2023-11-18T11:48:51,389,32.96470642089844,-80.07393646240234,Van,Short
553,Truck,2023-11-18T11:49:10,354,42.45991516113281,-79.3258285522461,Flatbed,Long
556,Truck,2023-11-18T11:50:02,301,38.65168762207031,-76.8713607788086,Reefer,Short
558,Truck,2023-11-18T11:50:35,352,38.40685272216797,-77.43060302734375,Flatbed,Long
559,Truck,2023-11-18T11:50:48,225,42.241981506347656,-83.32875061035156,Reefer,Short
560,Truck,2023-11-18T11:51:00,251,40.88507080078125,-73.82371520996094,Van,Long
561,Truck,2023-11-18T11:51:39,148,39.93119430541992,-86.15520477294922,Reefer,Long
562,Truck,2023-11-18T11:52:24,167,35.22081756591797,-80.83193969726562,Reefer,Long
563,Truck,2023-11-18T11:52:27,177,35.16595458984375,-80.94576263427734,Reefer,Short
565,Truck,2023-11-18T11:52:42,115,42.29192733764648,-83.04057312011719,Reefer,Long
566,Truck,2023-11-18T11:52:44,104,40.68784332275391,-74.09992218017578,Van,Long
567,Truck,2023-11-18T11:53:05,313,32.22898483276367,-82.9836196899414,Flatbed,Short
570,Truck,2023-11-18T11:53:49,183,40.113067626953125,-74.81612396240234,Van,Short
571,Truck,2023-11-18T11:54:14,302,35.90474319458008,-78.97013854980469,Reefer,Long
572,Truck,2023-11-18T11:54:23,152,42.1962776184082,-86.04437255859375,Flatbed,Long
573,Truck,2023-11-18T11:54:34,303,41.35222244262695,-74.73029327392578,Flatbed,Long
574,Truck,2023-11-18T11:55:26,339,41.02463912963867,-76.0789566040039,Van,Short
575,Truck,2023-11-18T11:55:33,392,35.238853454589844,-80.85318756103516,Van,Long
576,Truck,2023-11-18T11:55:56,220,39.93669509887695,-76.6825180053711,Reefer,Short
577,Truck,2023-11-18T11:56:13,261,36.04174041748047,-83.99711608886719,Van,Long
579,Truck,2023-11-18T11:56:41,297,41.6321907043457,-87.10533142089844,Flatbed,Long
582,Truck,2023-11-18T11:56:53,159,33.636722564697266,-85.53070831298828,Flatbed,Long
584,Truck,2023-11-18T11:57:00,331,35.976585388183594,-85.00405883789062,Flatbed,Short
587,Truck,2023-11-18T11:57:11,229,42.44630813598633,-72.61974334716797,Reefer,Short
588,Truck,2023-11-18T11:57:13,113,41.07389831542969,-87.4488296508789,Flatbed,Short
589,Truck,2023-11-18T11:57:28,138,36.74791717529297,-77.84921264648438,Van,Long
591,Truck,2023-11-18T11:57:47,375,32.1098747253418,-81.19548797607422,Flatbed,Short
592,Truck,2023-11-18T11:57:55,242,35.10171127319336,-85.73870849609375,Flatbed,Short
594,Truck,2023-11-18T11:58:25,192,34.22886657714844,-79.80055236816406,Flatbed,Long
595,Truck,2023-11-18T11:58:46,288,36.76055145263672,-76.2308349609375,Reefer,Short
596,Truck,2023-11-18T11:58:56,392,35.21246719360352,-80.8707504272461,Van,Long
597,Truck,2023-11-18T11:59:05,212,35.05588912963867,-80.81255340576172,Flatbed,Long
598,Truck,2023-11-18T11:59:09,145,35.78639221191406,-80.30972290039062,Reefer,Long
599,Truck,2023-11-18T11:59:14,236,34.124046325683594,-81.2007827758789,Reefer,Long
600,Truck,2023-11-18T11:59:15,302,35.96233367919922,-79.01669311523438,Reefer,Long
601,Truck,2023-11-18T11:59:30,400,43.44701385498047,-80.31800842285156,Van,Long
602,Truck,2023-11-18T11:59:32,182,43.01725387573242,-85.67230987548828,Van,Short
603,Truck,2023-11-18T11:59:35,141,38.61311340332031,-85.7816162109375,Reefer,Short
605,Truck,2023-11-18T12:00:50,360,43.21527099609375,-71.50887298583984,Reefer,Long
606,Truck,2023-11-18T12:00:56,140,40.211402893066406,-76.95341491699219,Van,Long
607,Truck,2023-11-18T12:01:06,334,41.48077392578125,-81.69290924072266,Van,Short
609,Truck,2023-11-18T12:01:22,322,33.87971878051758,-84.2719497680664,Reefer,Long
610,Truck,2023-11-18T12:01:22,256,31.264911651611328,-83.67796325683594,Flatbed,Long
615,Truck,2023-11-18T12:03:40,135,40.59463119506836,-73.99732208251953,Flatbed,Short
616,Truck,2023-11-18T12:03:50,183,40.071815490722656,-74.95574951171875,Van,Short
618,Truck,2023-11-18T12:04:08,292,38.9587516784668,-85.8345947265625,Reefer,Short
619,Truck,2023-11-18T12:04:13,235,42.30928802490234,-85.66400146484375,Reefer,Short
620,Truck,2023-11-18T12:04:25,152,42.21920394897461,-85.83141326904297,Flatbed,Long
621,Truck,2023-11-18T12:04:35,141,38.526180267333984,-85.7740478515625,Reefer,Short
622,Truck,2023-11-18T12:04:50,213,41.03361129760742,-81.86679077148438,Flatbed,Short
623,Truck,2023-11-18T12:04:57,165,45.55459213256836,-73.80886840820312,Van,Short
624,Truck,2023-11-18T12:05:10,204,41.13623046875,-83.65887451171875,Reefer,Long
626,Truck,2023-11-18T12:05:53,158,40.448875427246094,-78.8398666381836,Van,Long
627,Truck,2023-11-18T12:06:09,283,43.09907150268555,-76.30609130859375,Van,Short
628,Truck,2023-11-18T12:06:52,224,35.885128021240234,-79.98932647705078,Flatbed,Long
629,Truck,2023-11-18T12:07:57,231,32.56021499633789,-83.93899536132812,Reefer,Short
634,Truck,2023-11-18T12:09:18,338,39.358917236328125,-84.26215362548828,Reefer,Short
637,Truck,2023-11-18T12:10:03,295,42.70550155639648,-83.29827117919922,Flatbed,Short
639,Truck,2023-11-18T12:10:35,381,41.72230529785156,-86.20330047607422,Reefer,Short
640,Truck,2023-11-18T12:10:58,220,40.03584289550781,-76.52213287353516,Reefer,Short
641,Truck,2023-11-18T12:11:32,179,33.50168228149414,-82.36013793945312,Van,Short
642,Truck,2023-11-18T12:11:35,362,38.183589935302734,-84.52902221679688,Van,Long
643,Truck,2023-11-18T12:11:50,374,33.76654815673828,-84.52798461914062,Flatbed,Short
645,Truck,2023-11-18T12:12:13,113,41.01303482055664,-87.29104614257812,Flatbed,Short
646,Truck,2023-11-18T12:12:23,143,39.13386154174805,-76.76688385009766,Van,Long
647,Truck,2023-11-18T12:13:03,254,37.342071533203125,-79.23636627197266,Van,Long
648,Truck,2023-11-18T12:13:13,136,32.31666946411133,-80.95763397216797,Van,Long
650,Truck,2023-11-18T12:13:55,134,39.92369842529297,-86.2369613647461,Flatbed,Short
652,Truck,2023-11-18T12:16:16,261,35.81549072265625,-83.98173522949219,Van,Long
653,Truck,2023-11-18T12:16:17,203,46.62071990966797,-67.8997573852539,Flatbed,Long
654,Truck,2023-11-18T12:16:41,148,40.28933334350586,-86.12706756591797,Reefer,Long
655,Truck,2023-11-18T12:16:45,124,38.37860870361328,-85.67584228515625,Van,Short
656,Truck,2023-11-18T12:17:31,169,41.01263046264648,-87.27667236328125,Reefer,Long
657,Truck,2023-11-18T12:17:35,301,38.63940048217773,-76.89754486083984,Reefer,Short
658,Truck,2023-11-18T12:17:37,131,40.784645080566406,-73.6355209350586,Van,Long
659,Truck,2023-11-18T12:17:52,162,38.50664520263672,-78.78692626953125,Van,Short
660,Truck,2023-11-18T12:19:13,354,42.24879837036133,-79.76665496826172,Flatbed,Long
661,Truck,2023-11-18T12:19:29,328,42.85742568969727,-78.69813537597656,Reefer,Long
663,Truck,2023-11-18T12:20:36,381,41.699501037597656,-86.1376724243164,Reefer,Short
664,Truck,2023-11-18T12:20:38,352,38.78628921508789,-77.17720031738281,Flatbed,Long
665,Truck,2023-11-18T12:20:41,342,41.012939453125,-73.71350860595703,Flatbed,Short
666,Truck,2023-11-18T12:20:41,402,40.090179443359375,-82.90721130371094,Reefer,Short
669,Truck,2023-11-18T12:22:29,405,45.53823471069336,-73.791748046875,Reefer,Long
678,Truck,2023-11-18T12:24:16,235,42.28227233886719,-85.35328674316406,Reefer,Short
680,Truck,2023-11-18T12:24:35,272,40.57030487060547,-75.5533676147461,Van,Short
681,Truck,2023-11-18T12:25:17,346,40.276004791259766,-86.67875671386719,Reefer,Short
683,Truck,2023-11-18T12:26:51,161,33.4036865234375,-82.0189437866211,Reefer,Short
686,Truck,2023-11-18T12:27:44,206,41.73317337036133,-77.07445526123047,Flatbed,Long
689,Truck,2023-11-18T12:29:21,338,39.14202117919922,-84.48308563232422,Reefer,Short
690,Truck,2023-11-18T12:29:36,324,39.06673431396485,-78.96929168701172,Flatbed,Long
691,Truck,2023-11-18T12:29:48,189,36.26665878295898,-83.10564422607422,Flatbed,Long
693,Truck,2023-11-18T12:30:44,395,39.95752334594727,-74.92063903808594,Flatbed,Short
694,Truck,2023-11-18T12:30:47,233,39.908180236816406,-83.09762573242188,Reefer,Short
695,Truck,2023-11-18T12:31:28,239,40.19685363769531,-76.98844146728516,Reefer,Long
697,Truck,2023-11-18T12:31:59,348,33.6204833984375,-84.46806335449219,Flatbed,Short
698,Truck,2023-11-18T12:32:14,155,37.39433288574219,-79.90138244628906,Flatbed,Long
699,Truck,2023-11-18T12:32:18,110,38.801551818847656,-77.52409362792969,Van,Long
700,Truck,2023-11-18T12:32:19,161,33.37357711791992,-81.97274017333984,Reefer,Short
701,Truck,2023-11-18T12:32:54,317,40.02239608764648,-76.30278778076172,Flatbed,Long
702,Truck,2023-11-18T12:32:59,250,39.26479721069336,-76.59095764160156,Flatbed,Short
703,Truck,2023-11-18T12:32:59,368,39.10763168334961,-76.57286071777344,Van,Short
704,Truck,2023-11-18T12:33:07,254,37.31393814086914,-79.45832061767578,Van,Long
705,Truck,2023-11-18T12:33:28,192,34.219215393066406,-80.61237335205078,Flatbed,Long
706,Truck,2023-11-18T12:33:32,312,38.67659378051758,-84.99414825439453,Flatbed,Short
707,Truck,2023-11-18T12:33:40,388,35.03849029541016,-80.8384017944336,Flatbed,Long
708,Truck,2023-11-18T12:33:50,366,41.92539596557617,-71.32707214355469,Reefer,Short
710,Truck,2023-11-18T12:33:59,115,42.30064392089844,-82.99281311035156,Reefer,Long
713,Truck,2023-11-18T12:34:32,150,40.15998458862305,-75.88377380371094,Reefer,Long
715,Truck,2023-11-18T12:35:37,298,41.89455032348633,-84.01181030273438,Flatbed,Short
718,Truck,2023-11-18T12:36:46,221,39.48994827270508,-80.08390045166016,Flatbed,Short
719,Truck,2023-11-18T12:36:51,257,40.887939453125,-74.11064147949219,Flatbed,Short
720,Truck,2023-11-18T12:36:59,101,34.66316223144531,-85.59520721435547,Reefer,Long
721,Truck,2023-11-18T12:37:00,348,33.577545166015625,-84.52249145507812,Flatbed,Short
724,Truck,2023-11-18T12:37:57,119,34.93019104003906,-78.85633087158203,Van,Long
725,Truck,2023-11-18T12:37:58,289,35.60898971557617,-80.52027130126953,Flatbed,Long
726,Truck,2023-11-18T12:38:04,125,38.81339263916016,-77.59599304199219,Reefer,Long
729,Truck,2023-11-18T12:38:28,158,40.43830490112305,-79.2715835571289,Van,Long
730,Truck,2023-11-18T12:39:11,292,39.0709228515625,-85.39720916748047,Reefer,Short
732,Truck,2023-11-18T12:39:24,126,34.94291687011719,-82.44151306152344,Van,Long
733,Truck,2023-11-18T12:39:26,205,39.54747772216797,-85.77787780761719,Flatbed,Long
734,Truck,2023-11-18T12:39:32,150,40.21236801147461,-76.05394744873047,Reefer,Long
735,Truck,2023-11-18T12:39:59,224,36.06198501586914,-79.41060638427734,Flatbed,Long
737,Truck,2023-11-18T12:41:03,191,42.38151550292969,-83.64567565917969,Van,Short
738,Truck,2023-11-18T12:41:31,101,34.703834533691406,-85.56226348876953,Reefer,Long
739,Truck,2023-11-18T12:41:43,278,41.53268051147461,-73.03767395019531,Van,Short
740,Truck,2023-11-18T12:41:44,339,41.04819869995117,-76.9167709350586,Van,Short
743,Truck,2023-11-18T12:42:43,130,40.37294387817383,-75.20500183105469,Van,Short
744,Truck,2023-11-18T12:43:00,156,40.34453201293945,-75.93032836914062,Reefer,Short
745,Truck,2023-11-18T12:43:23,393,41.473594665527344,-83.33138275146484,Reefer,Short
746,Truck,2023-11-18T12:43:46,211,38.18102264404297,-84.53047943115234,Flatbed,Short
747,Truck,2023-11-18T12:44:10,303,41.52937698364258,-73.91790008544922,Flatbed,Long
748,Truck,2023-11-18T12:44:30,146,34.87223815917969,-79.0978012084961,Reefer,Long
749,Truck,2023-11-18T12:45:22,402,40.097412109375,-83.0174331665039,Reefer,Short
751,Truck,2023-11-18T12:45:47,233,40.09781646728516,-83.13508605957031,Reefer,Short
753,Truck,2023-11-18T12:45:53,288,36.7717399597168,-76.24903106689453,Reefer,Short
754,Truck,2023-11-18T12:46:09,103,36.58971405029297,-80.74166870117188,Van,Short
755,Truck,2023-11-18T12:46:56,145,35.26254653930664,-80.84162139892578,Reefer,Long
756,Truck,2023-11-18T12:46:57,390,42.30132293701172,-83.06394958496094,Reefer,Long
757,Truck,2023-11-18T12:47:07,204,41.73066329956055,-83.48831939697266,Reefer,Long
758,Truck,2023-11-18T12:47:14,325,41.10006332397461,-73.43338012695312,Reefer,Long
759,Truck,2023-11-18T12:48:11,254,37.36594772338867,-79.69023895263672,Van,Long
760,Truck,2023-11-18T12:48:18,186,40.33675384521485,-79.90737915039062,Van,Long
762,Truck,2023-11-18T12:49:46,358,36.27571487426758,-79.9430923461914,Flatbed,Short
763,Truck,2023-11-18T12:50:03,214,40.01533126831055,-83.68486785888672,Reefer,Short
764,Truck,2023-11-18T12:50:27,276,40.82744598388672,-83.98018646240234,Reefer,Long
766,Truck,2023-11-18T12:51:24,117,36.80690383911133,-86.47412109375,Reefer,Short
767,Truck,2023-11-18T12:51:49,212,35.26023483276367,-81.102783203125,Flatbed,Long
768,Truck,2023-11-18T12:52:00,285,38.198612213134766,-85.13728332519531,Reefer,Long
769,Truck,2023-11-18T12:52:36,106,33.985599517822266,-84.08501434326172,Van,Long
770,Truck,2023-11-18T12:52:44,130,40.20232391357422,-75.09223175048828,Van,Short
771,Truck,2023-11-18T12:53:01,242,34.76886749267578,-85.00152587890625,Flatbed,Short
773,Truck,2023-11-18T12:54:32,191,42.27581787109375,-83.67638397216797,Van,Short
774,Truck,2023-11-18T12:54:34,150,40.23252868652344,-76.326904296875,Reefer,Long
775,Truck,2023-11-18T12:54:51,353,40.16948699951172,-86.5484390258789,Flatbed,Short
776,Truck,2023-11-18T12:55:03,218,41.86759185791016,-87.86286163330078,Reefer,Short
778,Truck,2023-11-18T12:57:00,285,38.17560958862305,-85.06060791015625,Reefer,Long
779,Truck,2023-11-18T12:57:35,406,35.818931579589844,-78.74201202392578,Reefer,Short
780,Truck,2023-11-18T12:57:35,128,32.80754089355469,-81.25164031982422,Van,Short
781,Truck,2023-11-18T12:57:37,106,34.04867172241211,-84.02825164794922,Van,Long
784,Truck,2023-11-18T12:58:26,377,34.059234619140625,-84.72139739990234,Van,Long
785,Truck,2023-11-18T12:58:28,200,39.68133163452149,-75.6990966796875,Van,Long
786,Truck,2023-11-18T12:58:58,129,31.05550765991211,-84.8956069946289,Flatbed,Short
787,Truck,2023-11-18T12:59:27,381,41.56435775756836,-86.23664093017578,Reefer,Short
788,Truck,2023-11-18T12:59:28,356,40.8794174194336,-74.20574188232422,Van,Short
789,Truck,2023-11-18T12:59:33,101,34.97098159790039,-85.45147705078125,Reefer,Long
790,Truck,2023-11-18T12:59:34,384,40.13444519042969,-75.19673919677734,Flatbed,Long
791,Truck,2023-11-18T12:59:43,365,39.86629104614258,-83.06100463867188,Reefer,Short
793,Truck,2023-11-18T13:00:01,317,40.10438537597656,-76.4255599975586,Flatbed,Long
794,Truck,2023-11-18T13:00:35,351,38.10361099243164,-87.55413055419922,Van,Short
795,Truck,2023-11-18T13:01:27,367,34.97641372680664,-78.9795150756836,Flatbed,Long
796,Truck,2023-11-18T13:02:01,348,33.384620666503906,-84.75624084472656,Flatbed,Short
798,Truck,2023-11-18T13:02:36,301,38.6141357421875,-76.61248016357422,Reefer,Short
799,Truck,2023-11-18T13:02:43,263,41.06681823730469,-85.1332015991211,Van,Short
800,Truck,2023-11-18T13:02:58,162,37.93608856201172,-79.22457885742188,Van,Short
801,Truck,2023-11-18T13:03:16,304,35.81850814819336,-78.59651184082031,Reefer,Long
802,Truck,2023-11-18T13:03:56,366,41.65058517456055,-71.61045837402344,Reefer,Short
803,Truck,2023-11-18T13:04:07,250,39.30569076538086,-76.89878845214844,Flatbed,Short
804,Truck,2023-11-18T13:04:17,354,41.94332504272461,-80.45404052734375,Flatbed,Long
807,Truck,2023-11-18T13:04:34,343,40.13640975952149,-83.2625503540039,Reefer,Short
808,Truck,2023-11-18T13:04:34,317,40.1279411315918,-76.51421356201172,Flatbed,Long
809,Truck,2023-11-18T13:04:44,284,42.045997619628906,-82.91759490966797,Reefer,Long
813,Truck,2023-11-18T13:06:20,186,40.28038024902344,-79.93363952636719,Van,Long
815,Truck,2023-11-18T13:06:47,245,41.04727935791016,-81.7068099975586,Flatbed,Short
816,Truck,2023-11-18T13:06:50,124,38.67632675170898,-84.98590850830078,Van,Short
817,Truck,2023-11-18T13:07:13,111,41.75873947143555,-72.66448211669922,Reefer,Short
818,Truck,2023-11-18T13:07:53,113,40.38850402832031,-86.79043579101562,Flatbed,Short
821,Truck,2023-11-18T13:08:54,366,41.591705322265625,-71.66000366210938,Reefer,Short
822,Truck,2023-11-18T13:09:20,380,41.31334686279297,-85.20596313476562,Van,Long
823,Truck,2023-11-18T13:09:25,260,39.34819412231445,-77.09672546386719,Flatbed,Short
824,Truck,2023-11-18T13:09:36,342,40.846771240234375,-74.01568603515625,Flatbed,Short
827,Truck,2023-11-18T13:09:54,341,37.77037811279297,-79.40298461914062,Flatbed,Long
828,Truck,2023-11-18T13:10:21,346,39.763328552246094,-86.14321899414062,Reefer,Short
833,Truck,2023-11-18T13:12:30,122,40.044700622558594,-86.26043701171875,Van,Short
834,Truck,2023-11-18T13:13:03,242,34.44068908691406,-84.92009735107422,Flatbed,Short
835,Truck,2023-11-18T13:13:04,289,35.877174377441406,-80.00369262695312,Flatbed,Long
837,Truck,2023-11-18T13:14:17,292,39.06626892089844,-84.89505004882812,Reefer,Short
838,Truck,2023-11-18T13:14:21,235,41.89728927612305,-84.99102020263672,Reefer,Short
839,Truck,2023-11-18T13:14:23,236,33.87040710449219,-80.37863159179688,Reefer,Long
841,Truck,2023-11-18T13:14:40,310,36.884159088134766,-76.43026733398438,Flatbed,Long
844,Truck,2023-11-18T13:15:21,186,40.19604110717773,-79.99462890625,Van,Long
845,Truck,2023-11-18T13:15:27,295,42.7207260131836,-83.4189453125,Flatbed,Short
846,Truck,2023-11-18T13:15:51,233,40.26934051513672,-83.50511169433594,Reefer,Short
847,Truck,2023-11-18T13:15:53,291,41.86685943603516,-87.69414520263672,Flatbed,Long
849,Truck,2023-11-18T13:16:52,212,35.27278137207031,-81.49685668945312,Flatbed,Long
850,Truck,2023-11-18T13:17:19,329,41.9156494140625,-71.90736389160156,Van,Short
851,Truck,2023-11-18T13:18:05,252,36.1787338256836,-86.78712463378906,Reefer,Short
852,Truck,2023-11-18T13:18:26,127,32.16990661621094,-81.10541534423828,Van,Long
853,Truck,2023-11-18T13:18:27,393,41.599853515625,-83.94046020507812,Reefer,Short
854,Truck,2023-11-18T13:18:40,408,39.27655029296875,-84.56170654296875,Flatbed,Short
855,Truck,2023-11-18T13:18:55,375,32.11103057861328,-81.22234344482422,Flatbed,Short
856,Truck,2023-11-18T13:18:55,366,41.46527099609375,-71.76618957519531,Reefer,Short
857,Truck,2023-11-18T13:19:17,292,39.09632873535156,-84.85728454589844,Reefer,Short
858,Truck,2023-11-18T13:19:25,386,39.3604621887207,-77.39743041992188,Flatbed,Long
860,Truck,2023-11-18T13:20:16,196,40.58156967163086,-75.36613464355469,Flatbed,Short
861,Truck,2023-11-18T13:20:28,276,41.22664642333984,-83.653076171875,Reefer,Long
862,Truck,2023-11-18T13:20:39,170,38.105655670166016,-79.01399993896484,Van,Short
864,Truck,2023-11-18T13:20:57,412,35.03681564331055,-84.41217803955078,Flatbed,Long
865,Truck,2023-11-18T13:21:00,375,32.10021209716797,-81.21837615966797,Flatbed,Short
866,Truck,2023-11-18T13:21:19,352,39.122520446777344,-77.19364929199219,Flatbed,Long
867,Truck,2023-11-18T13:21:34,416,41.95296859741211,-71.02407836914062,Flatbed,Short
868,Truck,2023-11-18T13:22:14,403,39.735836029052734,-86.26476287841797,Van,Long
869,Truck,2023-11-18T13:22:14,403,39.69218063354492,-86.22322845458984,Van,Long
870,Truck,2023-11-18T13:22:20,398,36.0750732421875,-79.19112396240234,Van,Long
871,Truck,2023-11-18T13:22:49,224,36.12174224853516,-78.74510955810547,Flatbed,Long
872,Truck,2023-11-18T13:23:39,362,37.15489959716797,-84.11282348632812,Van,Long
873,Truck,2023-11-18T13:24:40,135,40.60635757446289,-74.27568817138672,Flatbed,Short
874,Truck,2023-11-18T13:24:40,135,40.6068229675293,-74.27533721923828,Flatbed,Short
875,Truck,2023-11-18T13:25:16,283,43.04753875732422,-77.60416412353516,Van,Short
876,Truck,2023-11-18T13:25:50,392,35.25185012817383,-80.98359680175781,Van,Long
878,Truck,2023-11-18T13:26:53,124,38.87310409545898,-84.63094329833984,Van,Short
880,Truck,2023-11-18T13:27:35,138,36.76547622680664,-76.54254150390625,Van,Long
881,Truck,2023-11-18T13:27:53,390,42.2458610534668,-83.19284057617188,Reefer,Long
886,Truck,2023-11-18T13:28:17,397,42.58842468261719,-79.0547866821289,Flatbed,Short
889,Truck,2023-11-18T13:31:06,317,40.33950424194336,-76.90444946289062,Flatbed,Long
890,Truck,2023-11-18T13:31:56,208,39.451210021972656,-87.18885040283203,Flatbed,Short
891,Truck,2023-11-18T13:32:20,329,41.9200325012207,-71.71985626220703,Van,Short
893,Truck,2023-11-18T13:32:57,169,40.05693435668945,-86.49382019042969,Reefer,Long
894,Truck,2023-11-18T13:33:06,184,39.68783187866211,-75.42193603515625,Reefer,Short
896,Truck,2023-11-18T13:33:58,366,41.36223220825195,-72.02693176269531,Reefer,Short
897,Truck,2023-11-18T13:33:59,378,40.519187927246094,-74.35012817382812,Flatbed,Long
898,Truck,2023-11-18T13:34:26,386,39.517086029052734,-77.59656524658203,Flatbed,Long
899,Truck,2023-11-18T13:34:26,184,40.19388198852539,-74.68119049072266,Reefer,Short
